Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Social Innovation Through Tradition: The Many Paths to Sustainable Development","Handbook of Business Legitimacy","","","","10.1007/978-3-319-68845-9_118-1","Milena ValevaHagai KatzYotam Lurie","2020","http://link.springer.com/referenceworkentry/10.1007/978-3-319-68845-9_118-1","ReferenceWorkEntry"
"LISS 2021","Lecture Notes in Operations Research","","","","10.1007/978-981-16-8656-6","Prof. Xianliang ShiGábor BohácsYixuan MaDaqing GongXiaopu Shang","2022","http://link.springer.com/book/10.1007/978-981-16-8656-6","Book"
"Defining and Protecting Autonomous Work","","","","","10.1007/978-3-031-06397-8","Tindara AddabboEdoardo AlesYlenia CurziTommaso FabbriOlga RymkevichIacopo Senatori","2022","http://link.springer.com/book/10.1007/978-3-031-06397-8","Book"
"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-18458-1","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-18458-1","Book"
"Sustainability in Organizations: Bhutan’s Perspective","Sustainability, Green IT and Education Strategies in the Twenty-first Century","","","","10.1007/978-3-319-57070-9_10","Sonam Delma","2017","http://link.springer.com/chapter/10.1007/978-3-319-57070-9_10","Chapter"
"Semiotic Agency","Biosemiotics","","","","10.1007/978-3-030-89484-9","Dr. Alexei SharovMorten Tønnessen","2021","http://link.springer.com/book/10.1007/978-3-030-89484-9","Book"
"Transforming Public and Private Sector Organizations","Future of Business and Finance","","","","10.1007/978-3-031-06904-8","Peter WollmannReto Püringer","2022","http://link.springer.com/book/10.1007/978-3-031-06904-8","Book"
"Collaborative Networks in Digitalization and Society 5.0","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-14844-6","Luis M. Camarinha-MatosAngel OrtizXavier BoucherA. Luís Osório","2022","http://link.springer.com/book/10.1007/978-3-031-14844-6","Book"
"Disaster Nursing, Primary Health Care and Communication in Uncertainty","Sustainable Development Goals Series","","","","10.1007/978-3-030-98297-3","Prof. Sakiko KanbaraDr. Shoko MiyagawaDr. Hiroyuki Miyazaki","2022","http://link.springer.com/book/10.1007/978-3-030-98297-3","Book"
"The New Palgrave Dictionary of Economics","","","","","10.1057/978-1-349-95189-5","","2018","http://link.springer.com/referencework/10.1057/978-1-349-95189-5","ReferenceWork"
"Early Identification of Potential Distributed Ledger Technology Business Cases Using e3value Models","Advances in Conceptual Modeling","","","","10.1007/978-3-030-34146-6_7","Geert PoelsFadime KayaMichaël VerdonckJaap Gordijn","2019","http://link.springer.com/chapter/10.1007/978-3-030-34146-6_7","Chapter"
"Can agriculture and conservation be compatible in a coastal wetland? Balancing stakeholders’ narratives and interactions in the management of El Hondo Natural Park, Spain","Agriculture and Human Values","","39","2","10.1007/s10460-021-10271-5","Sandra RicartAntonio M. Rico-Amorós","2022","http://link.springer.com/article/10.1007/s10460-021-10271-5","Article"
"Science Education in Countries Along the Belt & Road","Lecture Notes in Educational Technology","","","","10.1007/978-981-16-6955-2","Prof. Ronghuai HuangProf. Bing XinDr. Ahmed TliliFeng YangDr. Xiangling ZhangDr. Lixin ZhuProf. Mohamed Jemni","2022","http://link.springer.com/book/10.1007/978-981-16-6955-2","Book"
"Protection of Historical Constructions","Lecture Notes in Civil Engineering","","","","10.1007/978-3-030-90788-4","Prof. Ioannis VayasProf. Federico M. Mazzolani","2022","http://link.springer.com/book/10.1007/978-3-030-90788-4","Book"
"Advances in Systems Engineering","Lecture Notes in Mechanical Engineering","","","","10.1007/978-981-15-8025-3","Dr. V. H. SaranProf. Rakesh Kumar Misra","2021","http://link.springer.com/book/10.1007/978-981-15-8025-3","Book"
"IOT with Smart Systems","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-19-3575-6","Jyoti ChoudrieParikshit MahalleThinagaran PerumalAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-3575-6","Book"
"Advanced Artificial Intelligence and Robo-Justice","","","","","10.1007/978-3-030-98206-5","Dr. Georgios I. Zekos","2022","http://link.springer.com/book/10.1007/978-3-030-98206-5","Book"
"Adopting distributed ledger technology for the sustainable construction industry: evaluating the barriers using Ordinal Priority Approach","Environmental Science and Pollution Research","","29","7","10.1007/s11356-021-16376-y","Mahsa SadeghiAmin MahmoudiXiaopeng Deng","2022","http://link.springer.com/article/10.1007/s11356-021-16376-y","Article"
"Ethical Marketing in the Blockchain-Based Sharing Economy: Theoretical Integration and Guiding Insights","Journal of Business Ethics","","","","10.1007/s10551-021-05015-8","Teck Ming TanJari Salo","2021","http://link.springer.com/article/10.1007/s10551-021-05015-8","Article"
"Values at Work","Values Cockpits","","","","10.1007/978-3-319-58513-0_4","Friedrich Glauner","2017","http://link.springer.com/chapter/10.1007/978-3-319-58513-0_4","Chapter"
"Intelligent Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-80126-7","Prof. Dr. Kohei Arai","2021","http://link.springer.com/book/10.1007/978-3-030-80126-7","Book"
"Computer Networks, Big Data and IoT","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-0898-9","Dr. A. Pasumpon PandianDr. Xavier FernandoDr. Wang Haoxiang","2022","http://link.springer.com/book/10.1007/978-981-19-0898-9","Book"
"The Role of Utopia in the Workings of Local and Cryptocurrencies","The Palgrave Handbook of Technological Finance","","","","10.1007/978-3-030-65117-6_5","Diane-Laure Arjaliès","2021","http://link.springer.com/chapter/10.1007/978-3-030-65117-6_5","Chapter"
"Biodiversity-Health-Sustainability Nexus in Socio-Ecological Production Landscapes and Seascapes (SEPLS)","Satoyama Initiative Thematic Review","","","","10.1007/978-981-16-9893-4","Dr. Maiko NishiDr. Suneetha M. SubramanianDr. Himangana Gupta","2022","http://link.springer.com/book/10.1007/978-981-16-9893-4","Book"
"Responsible Business in a Changing World","CSR, Sustainability, Ethics & Governance","","","","10.1007/978-3-030-36970-5","Belén Díaz DíazNicholas CapaldiSamuel O. IdowuRené Schmidpeter","2020","http://link.springer.com/book/10.1007/978-3-030-36970-5","Book"
"Innovations in Social Finance","","","","","10.1007/978-3-030-72535-8","Dr. Thomas WalkerPh.D. Jane McGaugheySherif GoubranNadra Wagdy","2021","http://link.springer.com/book/10.1007/978-3-030-72535-8","Book"
"Innovating Strategies and Solutions for Urban Performance and Regeneration","Advances in Science, Technology & Innovation","","","","10.1007/978-3-030-98187-7","Cristina PiselliHaşim AltanOsman BalabanPeleg Kremer","2022","http://link.springer.com/book/10.1007/978-3-030-98187-7","Book"
"Urban Infrastructuring","Sustainable Development Goals Series","","","","10.1007/978-981-16-8352-7","Dr. Deljana IossifovaDr. Alexandros GasparatosStylianos ZavosYahya GamalDr. Yin Long","2022","http://link.springer.com/book/10.1007/978-981-16-8352-7","Book"
"Blockchain","","","","","10.1007/978-3-030-61559-8","Tatiana GayvoronskayaProf. Dr. Christoph Meinel","2021","http://link.springer.com/book/10.1007/978-3-030-61559-8","Book"
"Public Sector Reforms in Pakistan","Public Sector Organizations","","","","10.1007/978-3-030-96825-0","Dr. Abiha ZahraGeert BouckaertMuhammad Zafar Iqbal JadoonNasira Jabeen","2022","http://link.springer.com/book/10.1007/978-3-030-96825-0","Book"
"The Palgrave Handbook of Comparative Public Administration","","","","","10.1007/978-981-19-1208-5","Prof. Dr. Murat ÖnderIsrael Nyaburi NyaderaMd. Nazmul Islam","2022","http://link.springer.com/book/10.1007/978-981-19-1208-5","Book"
"Promises and challenges of Blockchain in education","Smart Learning Environments","","8","1","10.1186/s40561-021-00179-2","Jae Park","2021","http://link.springer.com/article/10.1186/s40561-021-00179-2","Article"
"From Big Data to Blockchain: Promises and Challenges of an All-Encompassing Technology in Education","Digital Communication and Learning","","","","10.1007/978-981-16-8329-9_20","Jae Park","2022","http://link.springer.com/chapter/10.1007/978-981-16-8329-9_20","Chapter"
"Indigenous Indian Management","Palgrave Studies in Indian Management","","","","10.1007/978-3-030-87906-8","Assoc. Prof. Ashish PandeyProf. Dr. Pawan BudhwarProf. Dharm P. S. Bhawuk","2022","http://link.springer.com/book/10.1007/978-3-030-87906-8","Book"
"Smart Trends in Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-16-9967-2","Yu-Dong ZhangTomonobu SenjyuChakchai So-InAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-16-9967-2","Book"
"Regulatory Considerations on Centralized Aspects of DeFi Managed by DAOs","Financial Cryptography and Data Security. FC 2021 International Workshops","","","","10.1007/978-3-662-63958-0_2","Ryosuke UshidaJames Angel","2021","http://link.springer.com/chapter/10.1007/978-3-662-63958-0_2","Chapter"
"Grassroots Democracy and Social Harmony","The Politics of Peasants","","","","10.1007/978-981-10-4341-3_15","Shukai Zhao","2017","http://link.springer.com/chapter/10.1007/978-981-10-4341-3_15","Chapter"
"Proceedings of the Sixteenth International Conference on Management Science and Engineering Management – Volume 2","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-031-10385-8","Prof. Jiuping XuProf. Fulya AltiparmakProf. Mohamed Hag Ali HassanDr. Fausto Pedro García MárquezProf. Asaf Hajiyev","2022","http://link.springer.com/book/10.1007/978-3-031-10385-8","Book"
"Blockchain and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-86162-9","Javier PrietoAlberto PartidaPaulo LeitãoProf. António Pinto","2022","http://link.springer.com/book/10.1007/978-3-030-86162-9","Book"
"Substitutes or complements? Exploring the impact of environmental regulations and informal institutions on the clean energy utilization behaviors of farmers","Environment, Development and Sustainability","","","","10.1007/s10668-022-02222-9","Jinhua XieGangqiao YangGe WangYaying ZhuZhaoxia Guo","2022","http://link.springer.com/article/10.1007/s10668-022-02222-9","Article"
"The Context of Investing","Integral Investing","","","","10.1007/978-3-030-54016-6_1","Mariana Bozesan","2020","http://link.springer.com/chapter/10.1007/978-3-030-54016-6_1","Chapter"
"Voluntary Organisations and Rural Development in South Asia","","","","","10.1007/978-981-16-6293-5","Umakanta Mohapatra","2021","http://link.springer.com/book/10.1007/978-981-16-6293-5","Book"
"Perspectives on Cooperative Law","","","","","10.1007/978-981-19-1991-6","Willy TadjudjeIfigeneia Douvitsa","2022","http://link.springer.com/book/10.1007/978-981-19-1991-6","Book"
"Cross-Cultural Design. Experience and Product Design Across Cultures","Lecture Notes in Computer Science","","","","10.1007/978-3-030-77074-7","Prof. Pei-Luen Patrick Rau","2021","http://link.springer.com/book/10.1007/978-3-030-77074-7","Book"
"Transformative Education for Regeneration and Wellbeing","Contemporary Systems Thinking","","","","10.1007/978-981-19-3258-8","Janet J. McIntyre-MillsYvonne Corcoran-Nantes","2022","http://link.springer.com/book/10.1007/978-981-19-3258-8","Book"
"Digital Education in Russia and Central Asia","Education in the Asia-Pacific Region: Issues, Concerns and Prospects","","","","10.1007/978-981-16-9069-3","Elena G. PopkovaBruno S. Sergi","2022","http://link.springer.com/book/10.1007/978-981-16-9069-3","Book"
"Principles of Digital Economics","Contributions to Economics","","","","10.1007/978-981-16-9020-4","Dr. Zhiyi Liu","2022","http://link.springer.com/book/10.1007/978-981-16-9020-4","Book"
"Nuclear Non-Proliferation in International Law - Volume VI","","","","","10.1007/978-94-6265-463-1","Prof. Jonathan L. Black-BranchDieter Fleck","2021","http://link.springer.com/book/10.1007/978-94-6265-463-1","Book"
"Intelligent Communication Technologies and Virtual Mobile Networks","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-981-19-1844-5","Dr. G. RajakumarDr. Ke-Lin DuDr. Chandrasekar VuppalapatiDr. Grigorios N. Beligiannis","2023","http://link.springer.com/book/10.1007/978-981-19-1844-5","Book"
"The Bitcoin Dilemma","","","","","10.1007/978-3-031-09138-4","Colin L. Read","2022","http://link.springer.com/book/10.1007/978-3-031-09138-4","Book"
"ICT Infrastructure and Computing","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-5331-6","Milan TubaShyam AkasheAmit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-5331-6","Book"
"Marketing and Smart Technologies","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-9272-7","Dr. José Luís ReisDr. Marc K. PeterDr. Ricardo CayollaDr. Zorica Bogdanović","2022","http://link.springer.com/book/10.1007/978-981-16-9272-7","Book"
"Emerging Technologies in Computer Engineering: Cognitive Computing and Intelligent IoT","Communications in Computer and Information Science","","","","10.1007/978-3-031-07012-9","Prof. Valentina E. BalasDr. G. R. SinhaDr. Basant AgarwalTarun Kumar SharmaPankaj DadheechMehul Mahrishi","2022","http://link.springer.com/book/10.1007/978-3-031-07012-9","Book"
"Disruptive Technologies in Media, Arts and Design","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-93780-5","Dr. Alexiei DingliDr. Alexander PfeifferAlesha SeradaMark BugejaStephen Bezzina","2022","http://link.springer.com/book/10.1007/978-3-030-93780-5","Book"
"Advanced Information Systems Engineering Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-79022-6","Dr. Artem PolyvyanyyStefanie Rinderle-Ma","2021","http://link.springer.com/book/10.1007/978-3-030-79022-6","Book"
"Distributed Ledger Technology and Climate Finance","Green Digital Finance and Sustainable Development Goals","","","","10.1007/978-981-19-2662-4_13","Tim SchloesserKarsten Schulz","2022","http://link.springer.com/chapter/10.1007/978-981-19-2662-4_13","Chapter"
"Transformations Through Blockchain Technology","","","","","10.1007/978-3-030-93344-9","Dr. Sheikh Mohammad IdreesDr. Mariusz Nowostawski","2022","http://link.springer.com/book/10.1007/978-3-030-93344-9","Book"
"Safety and Security of Cyber-Physical Systems","","","","","10.1007/978-3-658-37182-1","Dr. Frank J. Furrer","2022","http://link.springer.com/book/10.1007/978-3-658-37182-1","Book"
"Resourceful Civil Society","Palgrave Studies in Third Sector Research","","","","10.1007/978-3-030-99007-7","Zhanna KravchenkoLisa KingsKatarzyna Jezierska","2022","http://link.springer.com/book/10.1007/978-3-030-99007-7","Book"
"Emerging IT/ICT and AI Technologies Affecting Society","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-2940-3","Mousmi Ajay ChaurasiaChia-Feng Juang","2023","http://link.springer.com/book/10.1007/978-981-19-2940-3","Book"
